iso_code	continent	location	date	total_cases	new_cases	rolling 7d		total_deaths	new_deaths	icu_patients	total_vaccinations	people_vaccinated	people_fully_vaccinated	new_vaccinations
DEU	Europe	Germany	08.02.2021	2296323	4650	9142,285714		62191	483	3951	3501919	2392190	1109729	109949
DEU	Europe	Germany	09.02.2021	2302051	5728	8862		63006	815	3840	3635854	2451889	1183965	133935
DEU	Europe	Germany	10.02.2021	2311297	9246	8399		63672	666	3732	3787620	2527042	1260578	151766
DEU	Europe	Germany	11.02.2021	2321225	9928	7955,571429		64224	552	3668	3928778	2600880	1327898	141158
DEU	Europe	Germany	12.02.2021	2330422	9197	7721,571429		64771	547	3546	4086275	2682302	1403973	157497
DEU	Europe	Germany	13.02.2021	2336906	6484	7414,714286		64990	219	3479	4194030	2744466	1449564	107755
DEU	Europe	Germany	14.02.2021	2341744	4838	7153		65107	117	3417	4259319	2784493	1474826	65289
DEU	Europe	Germany	15.02.2021	2346876	5132	7221,857143		65288	181	3426	4386078	2855642	1530436	126759
DEU	Europe	Germany	16.02.2021	2352766	5890	7245		65829	541	3342	4522684	2937626	1585058	136606
DEU	Europe	Germany	17.02.2021	2362364	9598	7295,285714		66732	903	3239	4671878	3031150	1640728	149194
DEU	Europe	Germany	18.02.2021	2372209	9845	7283,428571		67245	513	3169	4814577	3122607	1691970	142699
DEU	Europe	Germany	19.02.2021	2381259	9050	7262,428571		67741	496	3114	4969099	3222396	1746703	154522
DEU	Europe	Germany	20.02.2021	2388421	7162	7359,285714		67883	142	3068	5082506	3298695	1783811	113407
DEU	Europe	Germany	21.02.2021	2394515	6094	7538,714286		67946	63	3049	5168661	3355740	1812921	86155
DEU	Europe	Germany	22.02.2021	2399499	4984	7517,571429		68363	417	3053	5328994	3455955	1873039	160333
DEU	Europe	Germany	23.02.2021	2405263	5764	7499,571429		68785	422	3030	5496179	3563365	1932814	167185
DEU	Europe	Germany	24.02.2021	2416037	10774	7667,571429		69170	385	2950	5672186	3679773	1992413	176007
DEU	Europe	Germany	25.02.2021	2427069	11032	7837,142857		69343	173	2891	5861511	3810423	2051088	189325
DEU	Europe	Germany	26.02.2021	2436506	9437	7892,428571		69939	596	2841	6071312	3954799	2116513	209801
DEU	Europe	Germany	27.02.2021	2444177	7671	7965,142857		70092	153	2820	6219862	4063332	2156530	148550
DEU	Europe	Germany	28.02.2021	2450295	6118	7968,571429		70152	60	2834	6327964	4147143	2180821	108102
DEU	Europe	Germany	01.03.2021	2455569	5274	8010		70514	362	2862	6523764	4293575	2230189	195800
DEU	Europe	Germany	02.03.2021	2462061	6492	8114		70926	412	2849	6743691	4459816	2283875	219927
DEU	Europe	Germany	03.03.2021	2472913	10852	8125,142857		71285	359	2816	6987455	4634586	2352869	243764
DEU	Europe	Germany	04.03.2021	2484306	11393	8176,714286		71554	269	2805	7230587	4815039	2415548	243132
DEU	Europe	Germany	05.03.2021	2493887	9581	8197,285714		71852	298	2756	7499744	5016769	2482975	269157
DEU	Europe	Germany	06.03.2021	2502151	8264	8282		71951	99	2746	7702229	5169958	2532271	202485
DEU	Europe	Germany	07.03.2021	2508655	6504	8337,142857		71984	33	2779	7852622	5285890	2566732	150393
DEU	Europe	Germany	08.03.2021	2513784	5129	8316,428571		72236	252	2857	8091826	5472592	2619234	239204
DEU	Europe	Germany	09.03.2021	2520618	6834	8365,285714		72534	298	2776	8342283	5668278	2674005	250457
DEU	Europe	Germany	10.03.2021	2541781	21163	9838,285714		72858	324	2727	8626038	5886342	2739696	283755
DEU	Europe	Germany	11.03.2021	2546526	4745	8888,571429		73120	262	2748	8907638	6107035	2800603	281600
DEU	Europe	Germany	12.03.2021	2559296	12770	9344,142857		73348	228	2747	9231638	6359382	2872256	324000
DEU	Europe	Germany	13.03.2021	2569864	10568	9673,285714		73369	21	2713	9478159	6556465	2921694	246521
DEU	Europe	Germany	14.03.2021	2578842	8978	10026,71429		73463	94	2767	9649359	6691672	2957687	171200
DEU	Europe	Germany	15.03.2021	2585385	6543	10228,71429		73701	238	2825	9897643	6881093	3016550	248284
DEU	Europe	Germany	16.03.2021	2603064	17679	11778		73952	251	2844	10076800	6993229	3083571	179157
DEU	Europe	Germany	17.03.2021	2610769	7705	9855,428571		74043	91	2849	10282016	7118981	3163035	205216
DEU	Europe	Germany	18.03.2021	2639258	28489	13247,42857		74402	359	2887	10476723	7238341	3238382	194707
DEU	Europe	Germany	19.03.2021	2654734	15476	13634		74608	206	2938	10720634	7399409	3321225	243911
DEU	Europe	Germany	20.03.2021	2669233	14499	14195,57143		74706	98	2945	10940862	7565749	3375113	220228
DEU	Europe	Germany	21.03.2021	2670001	768	13022,71429		74756	50	3044	11106963	7693085	3413878	166101
DEU	Europe	Germany	22.03.2021	2678262	8261	13268,14286		75009	253	3139	11373179	7883138	3490041	266216
DEU	Europe	Germany	23.03.2021	2699231	20969	13738,14286		75255	246	3156	11671064	8097261	3573803	297885
DEU	Europe	Germany	24.03.2021	2722988	23757	16031,28571		75484	229	3196	12005122	8343007	3662115	334058
DEU	Europe	Germany	25.03.2021	2744608	21620	15050		75669	185	3249	12342714	8600444	3742270	337592
DEU	Europe	Germany	26.03.2021	2765297	20689	15794,71429		75828	159	3322	12717438	8886417	3831021	374724
DEU	Europe	Germany	27.03.2021	2782925	17628	16241,71429		75915	87	3379	13004207	9110028	3894179	286769
DEU	Europe	Germany	28.03.2021	2784652	1727	16378,71429		75959	44	3444	13201134	9254210	3946924	196927
DEU	Europe	Germany	29.03.2021	2794949	10297	16669,57143		76139	180	3559	13509917	9473962	4035955	308783
DEU	Europe	Germany	30.03.2021	2818630	23681	17057		76389	250	3588	13838392	9709086	4129306	328475
DEU	Europe	Germany	31.03.2021	2843644	25014	17236,57143		76589	200	3668	14179885	9947498	4232387	341493
DEU	Europe	Germany	01.04.2021	2866323	22679	17387,85714		76823	234	3719	14503603	10178807	4324796	323718
DEU	Europe	Germany	02.04.2021	2882356	16033	16722,71429		76940	117	3839	14733555	10337171	4396384	229952
DEU	Europe	Germany	03.04.2021	2886029	3673	14729,14286		77010	70	3905	14965517	10503097	4462420	231962
DEU	Europe	Germany	04.04.2021	2896329	10300	15953,85714		77060	50	4047	15161575	10645591	4515984	196058
DEU	Europe	Germany	05.04.2021	2902309	5980	15337,14286		77136	76	4152	15411217	10821829	4589388	249642
DEU	Europe	Germany	06.04.2021	2909902	7593	13038,85714		77245	109	4342	15789664	11101125	4688539	378447
DEU	Europe	Germany	07.04.2021	2940279	30377	13805		77755	510	4428	16467235	11681594	4785641	677571
DEU	Europe	Germany	08.04.2021	2966789	26510	14352,28571		78049	294	4461	17200029	12324635	4875394	732794
DEU	Europe	Germany	09.04.2021	2990724	23935	15481,14286		78295	246	4501	17823067	12859339	4963728	623038
DEU	Europe	Germany	10.04.2021	3009452	18728	17631,85714		78402	107	4517	18191472	13162274	5029198	368405
DEU	Europe	Germany	11.04.2021	3012158	2706	16547		78500	98	4566	18452054	13372764	5079290	260582
DEU	Europe	Germany	12.04.2021	3024604	12446	17470,71429		78796	296	4642	18867535	13711407	5156128	415481
DEU	Europe	Germany	13.04.2021	3054025	29421	20589		79137	341	4668	19438589	14209061	5229528	571054
DEU	Europe	Germany	14.04.2021	3085142	31117	20694,71429		79427	290	4653	20212362	14899443	5312919	773773
DEU	Europe	Germany	15.04.2021	3110252	25110	20494,71429		79672	245	4658	20891637	15507933	5383704	679275
DEU	Europe	Germany	16.04.2021	3134108	23856	20483,42857		79894	222	4714	21484949	16025876	5459073	593312
DEU	Europe	Germany	17.04.2021	3154305	20197	20693,28571		79971	77	4760	21847069	16331631	5515438	362120
DEU	Europe	Germany	18.04.2021	3155522	1217	20480,57143		80052	81	4818	22113245	16558583	5554662	266176
DEU	Europe	Germany	19.04.2021	3167137	11615	20361,85714		80353	301	4910	22512249	16896798	5615451	399004
DEU	Europe	Germany	20.04.2021	3198534	31397	20644,14286		80680	327	4951	23067450	17390433	5677017	555201
DEU	Europe	Germany	21.04.2021	3222888	24354	19678		80938	258	4970	23780804	18032134	5748670	713354
DEU	Europe	Germany	22.04.2021	3254609	31721	20622,42857		81203	265	5034	24414776	18599987	5814789	633972
DEU	Europe	Germany	23.04.2021	3276871	22262	20394,71429		81492	289	5037	24965692	19083353	5882339	550916
DEU	Europe	Germany	24.04.2021	3291293	14422	19569,71429		81610	118	5008	25334553	19392664	5941889	368861
DEU	Europe	Germany	25.04.2021	3306692	15399	21595,71429		81671	61	5040	25617584	19628108	5989476	283031
DEU	Europe	Germany	26.04.2021	3312653	5961	20788		82009	338	5106	26045158	19982631	6062651	427574
DEU	Europe	Germany	27.04.2021	3338564	25911	20004,28571		82325	316	5050	26828759	20676953	6152838	783601
DEU	Europe	Germany	28.04.2021	3366827	28263	20562,71429		82588	263	5033	27948798	21671643	6279613	1120039
DEU	Europe	Germany	29.04.2021	3391039	24212	19490		82865	277	5019	28888546	22481528	6411230	939748
DEU	Europe	Germany	30.04.2021	3405365	14326	18356,28571		83097	232	5011	29687709	23145079	6548496	799163
DEU	Europe	Germany	01.05.2021	3423900	18535	18943,85714		83207	110	4998	30022661	23409235	6624430	334952
DEU	Europe	Germany	02.05.2021	3432676	8776	17997,71429		83292	85	5018	30285722	23608131	6692199	263061
DEU	Europe	Germany	03.05.2021	3438186	5510	17933,28571		83605	313	4997	30734131	23943976	6807729	448409
DEU	Europe	Germany	04.05.2021	3462297	24111	17676,14286		83890	285	4945	31571980	24626785	6968241	837849
DEU	Europe	Germany	05.05.2021	3484755	22458	16846,85714		84141	251	4829	32703237	25541209	7192272	1131257
DEU	Europe	Germany	06.05.2021	3502672	17917	15947,57143		84425	284	4756	33678323	26306839	7407626	975086
DEU	Europe	Germany	07.05.2021	3517762	15090	16056,71429		84659	234	4663	34547941	26956398	7632983	869618
DEU	Europe	Germany	08.05.2021	3530887	13125	15283,85714		84789	130	4596	34966516	27226219	7783471	418575
DEU	Europe	Germany	09.05.2021	3530887	0	14030,14286		84844	55	4569	35249004	27409457	7884847	282488
DEU	Europe	Germany	10.05.2021	3538208	7321	14288,85714		85118	274	0	35827302	27805891	8073519	578298
DEU	Europe	Germany	11.05.2021	3557904	19696	13658,14286		85385	267	0	36895996	28602728	8351020	1068694
DEU	Europe	Germany	12.05.2021	3564494	6590	11391,28571		85451	66	0	38279461	29646410	8698499	1383465
DEU	Europe	Germany	13.05.2021	3578125	13631	10779		85853	402	0	38693063	29912721	8849340	413602
DEU	Europe	Germany	14.05.2021	3588502	10377	10105,71429		86030	177	0	39414342	30432274	9060934	721279
